Store Name,City,Zip Code,County,Category Name,Vendor Name,Item Description
HY-VEE FOOD STORE #2 / DES MOINES,LANSING,50069,,,WINE INTELLIGENCE,SMIRNOFF VODKA 80 PRF
HY-VEE WINE AND SPIRITS / CEDAR FALL,MANNING,50170,,,MOET HENNESSY USA,MIDORI MELON LIQUEUR
HAROLDS JACK N JILL / DAVENPORT,JESUP,50601,,,"MAST-JAGERMEISTER US, INC",J & B RARE SCOTCH
HY-VEE #4 / WDM,CORWITH,52327,,,"ST. GEORGE SPIRIT, INC",TORTILLA WHITE TEQUILA
KUM & GO #4110 / GUTHRIE DM,BEDFORD,50849,,,REMY COINTREAU USA INC,JACK DANIELS OLD #7 BLACK LBL MINI
NO FRILLS SUPERMARKETS #803 / GLENWO,MANSON,51034,,,CHARLES JACQUIN ET CIE,CANADIAN MIST WHISKEY PET
HY-VEE FOOD STORE #5 / DES MOINES,LEON,52772,,,OZ SPIRITS LLC,DEWARS WHITE LABEL SCOTCH
HY-VEE DRUGSTORE / IOWA CITY,HARTLEY,51023,,,MARSALLE COMPANY/STOLLER WAREHOUSE,JEREMIAH WEED SWEET TEA VODKA
MMDG SPIRITS / AMES,ARNOLDS PARK,52733,,,NORTH TEXAS DISTILLERY,PADDY BEE STING
STATION MART LIQUOR AND TOBACCO,SCRANTON,51555,,,CEDAR RIDGE VINEYARDS LL,PHILLIPS VODKA
FAMOUS LIQUORS,ELDRIDGE,52213,,,KINDRED SPIRITS OF NORTH AMERICA,WINDSOR CANADIAN
HY-VEE FOOD STORE / MARSHALLTOWN,PAULLINA,50421,,,DRY FLY DISTILLING,HPNOTIQ MINI
HY-VEE FOOD STORE #1 / CEDAR RAPIDS,ORANGE CITY,52747,,,"BELMONT FARMS OF VA., INC",SMIRNOFF ORANGE
SMOKIN' JOE'S #10 TOBACCO AND LIQUOR,DAYTON,51560,,,ITSKO IMPORTS INC,STOLICHNAYA ELIT VODKA
ATC LIQUOR,SUMNER,52228,,,BENDISTILLERY,SKINNYGIRL WHITE CRANBERRY COSMO
CASEY'S GENERAL STORE #2529 / LAMONI,GILMORE CITY,50015,,,WOODY CREEK DISTILLERS,BURNETT'S BLACKBERRY
HY-VEE / PLEASANT HILL,BONDURANT,51249,,,CAMPARI,BALVENIE 15YR SHERRY CASK
HY-VEE FOOD STORE #4 / WATERLOO,SANBORN,51025,,,DOMAINE SELECT WINE ESTATES,CROWN ROYAL CANADIAN WHISKY MINI
HY-VEE #2 / DUBUQUE,BAXTER,50300,,,"ICONIC BRANDS, INC.",JOHNNIE WALKER BLUE W/2 GLASSES
KUM & GO #302 / CLEAR LAKE,HARPERS FERRY,50511,,,THE COUNTRY VINTNER,BELVEDERE VODKA
"STATION WINE AND SPIRITS, T",ALBIA,52161,,,"NORTH SHORE DISTILLERY, LLC.",CANADIAN CLUB DOCK 57 BLACKBERRY
MOORE'S FOODS,FAIRBANK,51050,,,45TH PARALLEL SPIRITS,CROWN ROYAL
MAIN STREET MARKET OF ANITA,GUTTENBERG,50213,,,AHA TORO SPIRITS INC,ARROW BLACKBERRY FLAV BRANDY
HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,WAPELLO,50171,,,CLASSIC WINE IMPORTS,SMIRNOFF ORANGE VODKA
HY-VEE DRUGSTORE #4 / CEDAR RAPIDS,MELCHER-DALLAS,50647,,,BROADSLAB DISTILLERY,HAWKEYE LIGHT RUM
MART STOP #1 / DAVENPORT,MADRID,50658,,,HILLROCK ESTATE DISTILLERY LLC,SUNNY BROOK BLEND WHISKEY
SOUTHSIDE LIQUOR & TOBACCO / IOWA CI,LE GRAND,52591,,,"NESTOR IMPORTS, INC.",RICH & RARE CANADIAN WHISKY
SA PETRO MART,PACIFIC JUNCTION,51028,,,INTERSECT BEVERAGE LLC,FLEISCHMANN'S DRY GIN
CASEY'S GENERAL STORE #2493 / BUFFAL,ARMSTRONG,50469,,,VODQUILA LLC,TEN HIGH
KUM & GO #246 / WINTERSET,MECHANICSVILLE,51040,,,PARK STREET IMPORTS-HOUSE SPIRITS,JAMESON
WALGREENS #11193 / BOONE,ESTHERVILLE,52211,,,HAAS BROTHERS,KNOB CREEK
HY-VEE FOOD STORE / IOWA FALLS,WELLMAN,50525,,,BUZZBOX BEVERAGES,WILD TURKEY 101 ROUND
FAREWAY STORES #683 / WINTERSET,ELMA,50247,,,PHILLY'S PREMIUM BEVERAGES LLC,TEQUILA ROSE LIQUEUR
BUCKY'S EXPRESS #16 / COUNCIL BLUFFS,STORY CITY,52151,,,VAN GOGH IMPORTS,JOSE CUERVO TRADICIONAL REPOSADO TEQUILA
CIRCLE B MARKET,BLUE GRASS,51455,,,SPIRITS OF THE USA,CHI-CHI'S MARGARITA W/TEQUILA
WAL-MART 2889 / CLINTON,ROLFE,50648,,,BARREL HOUSE DISTILLING CO.,PARAMOUNT APRICOT FLAVORED BRANDY
WAL-MART 0646 / ANAMOSA,SOLON,50841,,,"TI BEVERAGE GROUP, LTD",CHRISTIAN BROS BRANDY-SQUARE
"UPTOWN LIQUOR, LLC",MEDIAPOLIS,50430,,,EDRINGTON GROUP USA LLC,JACK DANIEL'S TENNESSEE HONEY
GREAT PASTIMES,ELDORA,50833,,,JEM BEVERAGE COMPANY,JIM BEAM KENTUCKY FIRE MINI
FAREWAY STORES #055 / HIAWATHA,BRITT,50563,,,CAMPARI AMERICA,HORNITOS GOLD
SMOKIN' JOE'S #12 TOBACCO AND LIQUOR,WHITTEMORE,51101,,,IMPERIAL BRANDS INC,DR. MCGILLICUDDY'S MINT SCHNAPPS
HY-VEE FOOD STORE #1 / WATERLOO,ADEL,50144,,,MANGO BOTTLING,JOSE CUERVO AUTHENTIC GRAPEFRUIT TANGERINE MARGARITA
MCNALLY'S SUPER VALU,CASCADE,51346,,,PIEDMONT DISTILLERS INC,PAUL MASSON VSOP GRANDE AMBER BRANDY
HY-VEE / DRUGTOWN #1 / CEDAR RAPIDS,GARNER,51331,,,PARK STREET IMPORTS,UV GREEN (APPLE) VODKA
SUPER QUICK / SE 30 DM,ALLISON,51462,,,GRAY DUCK SPIRITS LLC,J. W. DANT 100 PRF BOND BOURBON
HY-VEE FOOD STORE / JOHNSTON,FLOYD,52748,,,LEVECKE CORPORATION JJB,RUMCHATA
FAREWAY STORES #657 / INDIANOLA,FAIRFIELD,51046,,,DUNKEL CORPORATION,EAGLE RARE
BANCROFT LIQUOR STORE,DUNLAP,51041,,,WESTERN SPIRITS BEVERAGE,SAILOR JERRY SPICED NAVY RUM
I-35 SPIRITS / ANKENY,TRIPOLI,50530,,,BAD BEAR ENTERPRISES LLC,SOUTHERN COMFORT MINI
HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,MOUNT AYR,50674,,,"CARIBBEAN DISTILLERS, LLC",SAUZA GOLD
KUM & GO #237 / GRIMES,LA PORTE CITY,50541,,,"WORLDWIDE LIBATIONS, LLC",SVEDKA
GD XPRESS / DAVENPORT,GRAND MOUND,50035,,,MISSISSIPPI RIVER DISTIL,JOSE CUERVO ESPECIAL REPOSADO TEQUILA MINI
HY-VEE WINE AND SPIRITS / ATLANTIC,ALDEN,51248,,,DV SPIRITS LLC,CROWN ROYAL REGAL APPLE
SMOKIN' JOE'S #6 TOBACCO AND LIQUOR,ST LUCAS,50028,,,JACOB RIEGER & COMPANY LLC,JIM BEAM RYE
WALGREENS #06553 / BETTENDORF,INWOOD,52146,,,GOAMERICAGO BEVERAGES LLC,STOLICHNAYA RUSSIAN VODKA 80 PRF
QUIK TRIP #500 / HUBBELL DM,DENVER,52531,,,DRIFTLESS GLEN DISTILLERY,SKINNYGIRL MARGARITA
SPENCER'S GROCERY,FREDERICKSBURG,50629,,,TY KU LLC,DEKUYPER MELON LIQUEUR
FAREWAY STORES #426 / NEVADA,VICTOR,52052,,,S&B FARMSTEAD DISTILLERY,DEKUYPER SOUR APPLE PUCKER
WAL-MART 0647 / GRINNELL,SHELLSBURG,52653,,,NICHE IMPORT CO,CEDAR RIDGE BOURBON
WALGREENS #05777 / DES MOINES,POCAHONTAS,50163,,,DISARONNO INTERNATIONAL,JACK DANIELS BLACK LABEL
CORK AND BOTTLE / OSKALOOSA,LE CLAIRE,50156,,,W J DEUTSCH & SONS LTD,BROKER'S LONDON DRY GIN
KAREN'S SPIRITS AND WINE,OTHO,50142,,,"GREEN FROG DISTILLERY, LLC",CHI-CHI'S GOLD MARGARITA
CVS PHARMACY #8659 / DAVENPORT,BUSSEY,51561,,,BROADBENT VENTURES LLC,COURVOISIER VS COGANC
MAC'S LIQUOR AND VIDEOS,SERGEANT BLUFF,50514,,,FAMOUS BRANDS,HENNESSY VS
HY-VEE WINE AND SPIRITS / RED OAK,DYSART,52306,,,"3-OAKS DISTILLERY, LLC",BURNETTS RASPBERRY VODKA
HY-VEE FOOD STORE #2 / COUNCIL BLUFF,CAMANCHE,51334,,,CHATHAM IMPORTS INC,SMIRNOFF WHIPPED CREAM
SUPER SAVER IV,WESLEY,52356,,,CATS EYE DISTILLERY,UV CAKE VODKA
PRAIRIE MEADOWS,GRAETTINGER,50628,,,"RESTLESS SPIRITS DISTILLING COMPANY, LLC",UV BLUE (RASPBERRY) VODKA
FRANKLIN STREET FLORAL & GIFT,GOWRIE,52726,,,OLE SMOKY DISTILLERY LLC,PEARL BLUEBERRY VODKA
INGERSOLL LIQUOR AND BEVERAGE,GEORGE,50581,,,COLORADO GOLD DISTILLERY,UV PEACH
TARGET STORE T-1771 / CEDAR RAPIDS,MARCUS,52333,,,"FOUNDRY DISTILLING COMPANY, LLC",SMIRNOFF SILVER VODKA 90 PRF
SUPER STOP AND SHOP / BALDWIN,PEOSTA,52637,,,LONELY OAK DISTILLERY,JIM BEAM HONEY
"CHARLIE'S WINE AND SPIRITS,",NEW HAMPTON,50627,,,HAWAII SEA SPIRITS LLC,LICOR 43
HIWAY 20 LIQUORS / FORT DODGE,POLK CITY,50423,,,RUSSIAN STANDARD VODKA,LAUDER'S
WAL-MART 3590 / SIOUX CITY,LAURENS,50598,,,JACKSON HOLE STILL WORKS,CIROC RED BERRY VODKA
HY-VEE FOOD STORE / WEBSTER CITY,SWISHER,50003,,,CARRIAGE HOUSE IMPORTS,TGI FRIDAYS MUDSLIDE
FAREWAY STORES #888 / JEFFERSON,GLIDDEN,52033,,,"AMERICAN HERITAGE DISTILLERS, LLC",DEKUYPER BLUSTERY PEPPERMINT BURST SCHNAPPS
FAREWAY STORES #703 / HUMBOLT,LARCHWOOD,50438,,,VISION WINE & SPIRIT LLC,SAUZA BLANCO SILVER
RAM LIQUOR MART,AKRON,50602,,,GRAND PRIX BEVERAGE LLC,FIREBALL CINNAMON WHISKEY MINI DISPENSER
KUM & GO #92 / ANKENY,MCGREGOR,50435,,,SHAW-ROSS INTERNATIONAL,BIRD DOG BOURBON
KUM & GO #333 / NEWTON,WEST POINT,52556,,,BEST CASE WINES LLC,E & J VSOP SUPERIOR RESERVE
HY-VEE WINE AND SPIRITS / SHENANDOAH,RAYMOND,712-2,,,PATERNO IMPORTS LTD,E & J VS BRANDY ROUND
TARGET STORE T-1767 / ANKENY,SPRINGVILLE,50676,,,PHUSION PROJECTS LLC,FAMOUS GROUSE SCOTCH
KEOKUK SPIRITS,SHEFFIELD,50854,,,COOPER SPIRITS INTERNATIONAL,GRANGALA TRIPLE ORANGE LIQUEUR
HY-VEE DRUGSTORE / DAVENPORT,BELLEVUE,50651,,,VBJ BEVERAGES LLC,GILBEY'S GIN LONDON DRY
AMERISTAR CASINO / COUNCIL BLUFFS,SLATER,52751,,,HOTALING & CO,MALIBU PASSION FRUIT RUM
LAST STOP BEVERAGE SHOP,NORTH ENGLISH,50006,,,RUMCOQUI AND CO,TOOTERS BLU-DACIOUS KAMIKAZI MINI
WAL-MART 0913 / DECORAH,GRAND JUNCTION,52166,,,SOUTHERN ITALY IMPORTS,PRESIDENTE GRAPE BRANDY (PEDRO DOMECQ)
SHOP N SAVE / NW 2ND AVE / DSM,WEST LIBERTY,51240,,,"USA WINE WEST, LLC",KORBEL BRANDY
HY-VEE #4 / DAVENPORT,DEWITT,50622,,,HOOD RIVER DISTILLERS,HENNESSY BLACK
THE PUMPER,WINTHROP,50630,,,PALM BAY INTERNATIONAL,JOSE CUERVO LIGHT WHITE PEACH MARGARITA
HY-VEE WINE AND SPIRITS / WDM,ELKADER,52347,,,LATASI GROUP,PEARL LIME BASIL
"WILD ROSE EMMETSBURG, LLC",PARKERSBURG,52303,,,MISA IMPORTS INC,KAPALI COFFEE LIQUEUR
PIT STOP LIQUOR AND TOBACCO,RUTHVEN,52332,,,IMPEX BEVERAGE INC,CAPTAIN MORGAN 100 PROOF SPICED RUM
FAREWAY STORES #788 / SPENCER,ROCK VALLEY,50574,,,MEISENBURG BREWING & DISTILLING,GLENKINCHIE 12YR SINGLE MALT SCOTCH
HY-VEE / WAUKEE,WOODWARD,50569,,,FRANK LIN DISTILLERS PRO,SMIRNOFF RUBY RED GRAPEFRUIT
SLAGLE FOODS LECLAIRE,LAKE CITY,50044,,,FREDRICK WILDMAN & SON,SEAGRAMS 7 CROWN BL WHISKEY MINI
BROTHERS MARKET / LISBON,CRESCENT,51054,,,"MID-OAK DISTILLERY, INC.",YUKON JACK CANADIAN LIQUEUR
HY-VEE FOOD AND DRUG / GRAND / WDM,STRATFORD,52224,,,KINGS COUNTRY DISTILLERY,BACARDI O
HY-VEE WINE AND SPIRITS / BOONE,WHEATLAND,51109,,,ST GEORGE SPIRITS INC,JACK DANIEL'S TENNESSEE HONEY MINI
WALGREENS #07996 / ANKENY,ARNOLD'S PARK,52730,,,"BLACK SEA IMPORTS, INC",THREE OLIVES BERRY VODKA
DS SERVICES LLC,BLOOMFIELD,50483,,,DEMERARA DISTILLERS (USA) INC.,DEKUYPER BUTTERSHOTS SCHNAPPS
QUIK TRIP #544 / SE 14TH DM,CENTRAL CITY,51342,,,"SOVEREIGN BRANDS, LLC",CALVERT EXTRA BL WHISKEY
HY-VEE DRUGSTORE / OTTUMWA,LAKE PARK,50543,,,VIN DIVINO LTD,WINDSOR CANADIAN PET
KUM & GO #115 / PERRY,OGDEN,52003,,,B. T. O. DISTILLERS LLC,KAHLUA FROZEN MUDSLIDE
H AND A MINI MART CORP,ELLSWORTH,50309,,,PRICHARDS DISTILLERY INC,MARGARITAVILLE GOLD TEQUILA
DISCOUNT LIQUOR / CEDAR RAPIDS,BUFFALO CENTER,51237,,,SPIRIT IMPORTS INC,CASTILLO SILVER RUM
SUPER STOP 2 / ALTOONA,HOLY CROSS,51035,,,SPIRIT OF HARTFORD,PARAMOUNT CREME DE CACAO/WHITE
HY-VEE DRUGSTORE / UNIVERSITY / DSM,URBANA,52087,,,LEVECKE CORPORATION,DI AMORE QUATTRO ORANGE
SMOKIN' JOE'S #16 TOBACCO AND LIQUOR,GRANGER,52068,,,SUTTER HOME WINERY INC,BOURBON SUPREME BOURBON
WAL-MART 0886 / FORT DODGE,NEW VIRGINIA,50659,,,"FIRESTONE & ROBERTSON DISTILLING COMPANY, LLC",DRAMBUIE LIQUEUR
LIQUOR LOCKER,NEOLA,50226,,,3 BADGE CORPORATION,HAWKEYE VODKA 80 PRF MINI
FAREWAY STORES #467 / MARSHALLTOWN,ARLINGTON,50554,,,DUGGANS DISTILLERS,PARAMOUNT CHERRY BRANDY
HY-VEE / CHARLES CITY,GARNAVILLO,52338,,,CALEDONIA SPIRITS,SEAGRAMS EXTRA DRY GIN
FIVE CORNERS LIQUOR AND WIN,GUTHRIE CENTER,51443,,,VINO COM LLC,DEKUYPER SIGNATURE BLUE CURACAO
WAL-MART 5115 / DAVENPORT,CARTER LAKE,51241,,,CAFFO BEVERAGES INC,MAUI BLUE HAWAIIAN SCHNAPPS
GARY'S FOODS / MT VERNON,VILLISCA,51001,,,TRAVERSE CITY WHISKEY CO,HOWDYS APPLE PIE
SMOKIN' JOE'S #2 TOBACCO AND LIQUOR,GREENE,52157,,,REBECCA CREEK DISTILLERY LLC,CANADIAN MIST CANADIAN WHY PET
BANI'S,MARTENSDALE,52656,,,ALTAMAR BRANDS LLC,JOSE CUERVO ESPECIAL REPOSADO FLASK
HY-VEE DRUGSTORE / ANKENY,SLOAN,50667,,,HEAVENLY SPIRITS LLC,PEARL VODKA PET
KWIK STOP C-STORES / DUBUQUE,LAWLER,52336,,,SUGARLANDS DISTILLING COMPANY LLC,CINERATOR MINI
FAREWAY STORES #909 / ANKENY,WEST BEND,50475,,,DREYFUS ASHBY,BACARDI 8 RUM
SMOKIN' JOE'S #7 TOBACCO AND LIQUOR,ALTON,52031,,,INTER WINES GROUP,KETEL ONE IMPORTED VODKA
DAHL'S / CLIVE,WALKER,50244,,,STE MICHELLE WINE ESTATES,MCCLELLAND HIGHLAND
JOHNCY'S LIQUOR STORE INC,CONRAD,52316,,,HEMINGWAY RUM COMPANY LLC,GLENLIVET 12 YR MALT SCOTCH
WAL-MART 1389 / BOONE,TREYNOR,50107,,,MACH FLYNT INC.,KORSKI VODKA
AFTER 5 SOMEWHERE,FARMINGTON,52776,,,OREGON BREWING CO,PARAMOUNT MELON LIQUEUR
HY-VEE FORT DODGE WINE AND SPIRITS,WOODBINE,52742,,,FETZER VINEYARDS,DISARONNO AMARETTO
LAKE VIEW REDEMPTION CENTER,PRAIRIE CITY,50682,,,STOLLER WAREHOUSE,JOSE CUERVO AUTHENTIC LIGHT MARGARITA LIME
B P ON 1ST,FONDA,52043,,,TEMPLETON DISTILLING LLC,1800 REPOSADO TEQUILA
HARTIG DRUG STORE #10,CAMBRIDGE,50665,,,THREE RANGERS,COURVOISIER VS COGNAC
HY-VEE FOOD STORE #1 / MASON CITY,DOWS,51358,,,R�MY COINTREAU USA,FIVE O'CLOCK PET VODKA
CVS PHARMACY #8443 / CEDAR RAPIDS,PALO,51247,,,KOENIG DISTILLERY INC,UV ORANGE VODKA
CRESCO LIQUOR STORE,KELLOGG,50276,,,LUXE VINTAGES LLC,ABSOLUT GRAPEVINE
CITY LIQUOR AND TOBACCO / WATERLOO,WEST BRANCH,51449,,,COPPER & KINGS AMERICAN BRANDY COMPANY,DR. MCGILLICUDDY'S VANILLA
KUM & GO #137 / TIFFIN,COON RAPIDS,51526,,,JINRO AMERICA INC,CAPTAIN MORGAN ORIGINAL SPICED RUM PET
WAL-MART 1965 / COUNCIL BLUFFS,JEWELL,50249,,,NORTH SHORE DISTILLERY,CODY ROAD RYE
HY-VEE FOOD STORE / IOWA CITY,REINBECK,52777,,,"TATTERSALL COMPANIES, LLC",ADMIRAL NELSON COCONUT RUM
HY-VEE FOOD STORE #3 / SIOUX CITY,PRINCETON,52537,,,A HARDY USA LTD,DEKUYPER SOUR APPLE
WAL-MART 3630 / MARION,PRIMGHAR,52214,,,GUNSANDMORE INFO LLC,JUAREZ TRIPLE SEC
HY-VEE WINE & SPIRITS / MUSCATINE,MORAVIA,51347,,,ROYAL WORLD SPIRITS,CAPTAIN MORGAN COCONUT MINI
WAL-MART 2764 / ALTOONA,GUTTENBURG,50212,,,DILAWRI BARRELS LLC,1800 SILVER TEQUILA
HY-VEE / URBANDALE,EDDYVILLE,50075,,,STRONG SPIRITS DISTILLING,MONTEZUMA GOLD TEQUILA
SUNNY'S MART / CLINTON,TRAER,50424,,,"JOHN ERNEST DISTILLERY, INC.",MALIBU CRANBERRY CHERRY
SAM'S CLUB 8238 / DAVENPORT,LOGAN,52053,,,MADIKWE USA INC,SEAGRAMS EXTRA SMOOTH
DAHL'S / JOHNSTON,GRISWOLD,52345,,,DES MOINES IMPORTS,MCCORMICK VODKA MINI
WAL-MART 1415 / SPIRIT LAKE,GOLDFIELD,50109,,,MACCHU PISCO LLC,PURITY VODKA
WILLIAMSBURG FOODS,NORA SPRINGS,50210,,,DOC BROWN ENTERPRISES,PARAMOUNT CREME DE CACAO/DARK
TWIN TOWN LIQUOR,LOST NATION,51559,,,PREMIER DISTRIBUTORS LLC,GEORGE DICKEL #12
KUM & GO #215  AMES,AURELIA,50606,,,OPICI IMPORT COMPANY,THREE OLIVES POMEGRANATE VODKA
HY-VEE / WINDSOR HEIGHTS,ALTA VISTA,52049,,,RICHLAND DISTILLING COMPANY LLC,SMIRNOFF WATERMELON
WALGREENS #10855 / WATERLOO,FORT ATKINSON,50115,,,PARK STREET IMPORTS-PHILADELPHIA DIS,RICH & RARE RESERVE
LIQUOR DOWNTOWN / IOWA CITY,MAXWELL,51510,,,CARIBBEAN SPIRITS INC,JEREMIAH WEED 100PRF BOURBON LIQUEUR
JEFF'S MARKET / WILTON,CASEY,50864,,,PARK STREET IMPORTS-HIGH STICK VODKA,BOMBAY SAPPHIRE GIN
HY-VEE FOOD STORE / KNOXVILLE,ADAIR,50636,,,RANSOM SPIRITS LLC,CAPTAIN MORGAN PARROT BAY PASSION FRUIT
WAL-MART 0751 / PELLA,KELLOG,50160,,,BLUFF CREEK DISTILLERY,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR
WAL-MART 0559 / MUSCATINE,CLARKSVILLE,51055,,,"SURO INTERNATIONAL IMPORTERS, INC",99 WHIPPED CREAM MINI
WASHINGTON STREET MINI MART,GLADBROOK,52154,,,STOLLER IMPORTS INC / MARSALLE COMPANY,KINKY BLUE MINI
FAREWAY STORES #597 / CRESTON,COLO,50597,,,SAVAGE & COOKE / SANTA CROCE LLC,METAXA OUZO
KUM & GO #8 / 8TH ST / WDM,WALNUT,51003,,,RS LIPMAN COMPANY LLC,TITOS VODKA
FAREWAY STORES #395 / WEBSTER CITY,DONNELLSON,52352,,,WILDERNESS TRAIL DISTILLERY,UV PINK LEMONADE VODKA
JOHNCY'S LIQUOR STORE,CARLISLE,50621,,,TIERRA MADRE LLC,LAUDER'S SCOTCH
NEW YORK DOLLAR STORE,FT. ATKINSON,51575,,,PURPLE VALLEY IMPORTS,SMIRNOFF STRAWBERRY VODKA
FAREWAY STORES #155 / HUXLEY,ZWINGLE,52626,,,VIKRE DISTILLERY,BOMBAY DRY GIN
LIQUOR TOBACCO & GROCERY / FORT DODG,SULLY,51579,,,HERITAGE DISTILLING COMPANY,PINNACLE TROPICAL PUNCH
CASEY'S GENERAL STORE #92 / PANORA,OKOBOJI,50228,,,KEEPERS QUEST INC,CAPTAIN MORGAN SPICED RUM PET
KUM & GO #545 / ROCKWELL CITY,KEOTA,50540,,,MIDWEST LIQUOR COMPANY,CROWN ROYAL W/2 GLASSES
HY-VEE STORE / PERRY,MALVERN,50046,,,HPSEPICUREAN LLC / PREISS IMPORTS,HOLSTEIN
HY-VEE #2 / ANKENY,LOVILIA,50071,,,CHARBAY DISTILLERS LLC,CANADIAN RESERVE WHISKY
SCHLESWIG FOODS AND SPIRITS,HUBBARD,52324,,,US STONE CASTLE IMPORTS LLC,JAGERMEISTER T-SHIRT PACK
LIQUOR AND TOBACCO OUTLET /,ELDON,50135,,,WORLD TRADE LIQUOR IMPORTS LLC,CRYSTAL HEAD VODKA
HY-VEE FOOD STORE / MUSCATINE,SWEA CITY,52358,,,OLD ELK DISTILLERIES LLC,CHAMBORD LIQUEUR ROYALE DE FRANCE
HY-VEE WINE AND SPIRITS / HARLAN,DUMONT,50058,,,,MALIBU COCONUT RUM MINI
WAL-MART 2714 / SPENCER,HAMBURG,50130,,,MOUNTAIN LAUREL SPIRITS LLC,NEW AMSTERDAM RED BERRY
HARTIG DRUG COMPANY #2 / LOCUST,EARLY,50669,,,SHAND IMPORT LLC,STOLICHNAYA VANIL VODKA 75 PROOF
FAREWAY STORES #479 / INDEPENDENCE,HOSPERS,52768,,,NORDEN SPIRITS LLC,UV GRAPE VODKA
CASEY'S GENERAL STORE #24 / BOONE,VAN METER,51245,,,DUNKEL CORPORATION / IOWA DISTILLING,DEKUYPER RAGIN' ROOT BEER SCHNAPPS
LIQUOR BEER & TOBACCO OUTLET / CHARL,POSTVILLE,52571,,,PATERNO IMPORTS LTD / TERLATO WINES INTERNATIONAL,VINIQ
HY-VEE WINE AND SPIRITS / HUMBOLDT,SCHALLER,50323,,,MPL BRANDS NV INC,TANQUERAY STERLING VODKA
WAL-MART 0581 / MARSHALLTOWN,ELY,52553,,,MODERN SPIRIT LLC,DEKUYPER LUSCIOUS PEACHTREE SCHNAPPS
OKY DOKY #2 / DUBUQUE,IRETON,50675,,,"BLUE OX SPIRITS, INC.",RED STAG SPICED
GRIEDER BEVERAGE DEPOT,MELBOURNE,51546,,,MAISON FERRAND USA,MC GUIRES ORIGINAL CREAM LIQUEUR
AVOCA LIQUOR,PRESTON,51535,,,"BONAVITA BEVERAGE GROUP, LLC",JOSE CUERVO AUTHENTIC LIME MARGARITA 4PK CANS
RODGERS SPIRITS AND MORE,MERRILL,50542,,,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,ROMANA SAMBUCA ITALIAN LIQUORE
THE HANGOUT LIQUORS,WELLSBURG,50458,,,MISSISSIPPI RIVER DISTILLING COMPANY LLC,KINKY LIQUEUR MINI
WJ'S LIQUOR,FARLEY,52254,,,KIRIN BEER & SPIRITS OF AMERICA INC / FOUR ROSES DISTILLERY,SOUTHERN HOST WHISKEY LIQUEUR
DAHL'S / E. EUCLID,HAZLETON,51005,,,S&B FARMS DISTILLERY,MYERS'S RUM ORIGINAL DARK
CASEY'S GENERAL STORE #2899 / DE SOT,HUDSON,50603,,,BAD BEAR ENTERPRISES LLC / LEGENDARY RYE,PIEHOLE CHERRY PIE MINI
KUM & GO #438 / MUSCATINE,BEVINGTON,52144,,,"TEQUILAS PREMIUM, INC",GODIVA WHITE CHOCOLATE LIQUEUR
SAM'S CLUB 8162 / CEDAR RAPIDS,ST CHARLES,50161,,,SODA JERK LLC,ARROW PEPPERMINT SCHNAPPS
BREWSKI'S BEVERAGE,HUMESTON,50048,,,"MARUSSIA BEVERAGES USA, INC / NICHE IMPORT",BACARDI PARTY DRINKS ZOMBIE
HY-VEE FOOD STORE / CORALVILLE,FONTANELLE,50002,,,"NORTHWEST NATURAL SPIRITS, LLC / CASCADE SPIRITS",DON JULIO REPOSADO
THE COOLER,DANVILLE,50136,,,JEM BEVERAGE COMPANY / WESTERN SON,PHILLIPS LONG ISLAND ICED TEA
FAREWAY STORES #461 / STORM LAKE,DAKOTA CITY,50619,,,SALOON SPIRITS LLC,PLYMOUTH GIN
QUIK TRIP #501 / E EUCLID DM,EARLHAM,50635,,,MAISON FERRAND USA / COGNAC FERRAND USA INC,RIDGEMONT RESERVE 1792
TODDS ON THE GO,EXIRA,50056,,,VIN DIVINO LTD / GONZALEZ BYASS USA,REMY MARTIN VSOP (FLASK)
WAL-MART 2827 / CORALVILLE,COLESBURG,51577,,,REVELTON DISTILLING COMPANY,POPOV VODKA 80 PRF
KUM & GO #2091 / ASHWORTH / WDM,MINDEN,52625,,,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,GRANT'S BLENDED SCOTCH
MONROE LIQUOR,MANLY,50047,,,BRECKENRIDGE DISTILLERY / DOUBLE DIAMOND DISTILLERY LLC,UV VODKA PET
KUM & GO #513 / ACKLEY,NEW SHARON,52079,,,DELUXE WINE & SPIRITS CO / MOLDOVA DELUXE,FIREFLY APPLE PIE MOONSHINE
WALGREENS #07967 / CLIVE,LATIMER,50251,,,WINESOURCE INTERNATIONAL INC.,PATRON SILVER TEQUILA
KUM & GO #80 / RIVERSIDE,STANWOOD,51355,,,"GLOBAL BEVERAGE TEAM, LLC",APPLETON SIGNATURE BLEND
FAREWAY STORES #941 / GREENFIELD,DELMAR,52248,,,BENCHMARK BEVERAGE COMPANY LLC,FIVE STAR PET
CASEY'S GENERAL STORE #2667 / TIFFIN,WALL LAKE,51551,,,WILDCAT PRODUCTS LLC,JACK DANIELS SINGLE BARREL WHY.
